abbcc,bccabcca,4
abbcc,bccdabcca,False
abbcc,bccabccad,False
abbcc,d,False
abbcc,a,1
abbcc,aaaa,4
abbcc,bbb,2
abbcc,bb,1
abbcc,cccc,2
abbcc,bcbc,2
abbcc,cdc,False
abbcc,ccdcc,False
abbcc,abbccd,False
abbcc,dbbcca,False
x,xeoqxwtg,False
x,oxwteqxg,False
x,ewtxqogx,False
x,gxwtxoeq,False
x,ewogtxxq,False
kk,iflyxiil,False
kk,lifxyiil,False
x,xeqxgtwo,False
x,goweqxxt,False
x,woxgqtex,False
x,weotxqxg,False
x,oxeqwtxg,False
kk,xyilifil,False
x,twgxxoeq,False
x,gwqxtoxe,False
x,wxgqtxeo,False
x,woxtgeqx,False
x,gowxextq,False
kk,fiiliyxl,False
x,gexwotqx,False
x,xeotqwgx,False
x,txxegqwo,False
x,wtxeogxq,False
x,xeqgowxt,False
kk,ixiyllfi,False
x,xgwxetqo,False
kk,liyiixlf,False
x,eogqwtxx,False
x,xqexotwg,False
x,eoqtwgxx,False
x,wxgoexqt,False
x,wtqoexgx,False
x,xetxgqwo,False
x,gotexqxw,False
x,xwqxegot,False
x,xeowqxgt,False
x,qoxwexgt,False
kk,lfilxiiy,False
x,wetgqoxx,False
x,gxeoxqtw,False
x,qgtxwoxe,False
x,xowextgq,False
x,oxqwgtex,False
x,qwgtxoex,False
kk,fixiiyll,False
x,toqexgxw,False
x,otqxgewx,False
x,xqxwoteg,False
x,oqxtwexg,False
x,wegtqxxo,False
x,xqwtogex,False
x,exwxqotg,False
kk,ifilxyli,False
x,qxgwtoxe,False
kk,lyixifil,False
x,ogqexwtx,False
x,xgxqtowe,False
x,wtxgoqex,False
x,txowexqg,False
x,xeqoxtwg,False
x,ogtwxqxe,False
x,xqetoxwg,False
x,xoxewqgt,False
x,xwoxegqt,False
kk,lilifixy,False
x,oqexwgxt,False
x,xweogqtx,False
x,qxowgxet,False
x,twxqexgo,False
x,xgwotqex,False
x,goextwxq,False
x,twxeoxqg,False
x,xqwgtxoe,False
x,qxtwgeox,False
x,wqxgeotx,False
kk,liilixyf,False
x,xeowxqtg,False
x,gqoxxewt,False
x,wxeoxqtg,False
x,tqxweoxg,False
x,wxtxoegq,False
x,xoweqgtx,False
x,qewxxtog,False
x,xeqwgxto,False
x,oqwtxegx,False
x,togxxweq,False
x,qoewtxgx,False
x,qxoextwg,False
x,qxtwexog,False
x,exxowgqt,False
x,weqoxxgt,False
x,gxwxoetq,False
x,gxwexqot,False
x,wxotqgex,False
x,ogwtxqex,False
x,xtxoqgew,False
x,ogewtqxx,False
x,woqtxexg,False
x,gqxtxwoe,False
x,togxwqxe,False
x,goqxexwt,False
x,gtxxwqeo,False
x,xeqtgxow,False
x,eowtxgxq,False
x,xwotqgxe,False
x,qtegxowx,False
x,xqxegotw,False
x,eqtwoxgx,False
kk,xlylfiii,False
x,wqtgxxeo,False
x,xqogwtxe,False
kk,ifxyilil,False
x,qwxgoxet,False
x,gwotexxq,False
x,oqegwxxt,False
x,exqtwogx,False
x,wqgexxot,False
x,oexwtgxq,False
x,eoxtgwqx,False
x,wotqexgx,False
x,wqtxoxeg,False
x,gxwxqoet,False
x,wexogqxt,False
x,gqwxxteo,False
kk,lxiiifyl,False
x,xwxgqote,False
x,gxexoqtw,False
x,wgxexqot,False
x,gwetoxqx,False
x,xotwexgq,False
kk,xfiilliy,False
x,wtxqoxeg,False
x,woxxgetq,False
x,xwetxoqg,False
x,xtxgwqoe,False
x,oxqtgxew,False
x,ewtxgoxq,False
x,gtqoexxw,False
kk,iylflxii,False
kk,ilxifliy,False
x,qwexgtxo,False
x,oxtwxeqg,False
kk,ilxliyif,False
x,gxeqoxtw,False
x,xetqogwx,False
x,oxqxtweg,False
x,ewogxxqt,False
x,wxqgteox,False
x,xowegtqx,False
kk,llixfiyi,False
x,xtxwgoeq,False
x,eogqtxwx,False
x,gtxxowqe,False
x,xetoqxwg,False
x,gtoxewqx,False
x,xqwetxgo,False
x,otgxewqx,False
x,oqwxxtge,False
x,etxwogxq,False
x,wxqxtgeo,False
x,qgxwotex,False
x,xtqoexwg,False
x,ogxwqext,False
kk,iixlyilf,False
x,xogwxteq,False
x,exowqxgt,False
x,tgoxewxq,False
kk,fiixylli,False
kk,xiyflili,False
x,egwqtoxx,False
x,wgqxexto,False
x,xtqowexg,False
x,toqwxexg,False
x,xwtxgqeo,False
x,xwgeqxot,False
x,xxetgqow,False
x,exqgtowx,False
x,xgweoxqt,False
x,etxwoxqg,False
x,tqwexogx,False
x,ewtxxqog,False
kk,liyilxfi,False
x,gxetwxqo,False
x,otqxwegx,False
x,wtxgxeoq,False
kk,yliixfil,False
x,gqtowxxe,False
x,gowextqx,False
kk,yilxlifi,False
x,qetwxxgo,False
x,etqgwxox,False
kk,iyllifxi,False
kk,llxifyii,False
x,xtqoxwge,False
x,ewogqxtx,False
x,xwoqgxte,False
x,eowgtxqx,False
x,gewtxqxo,False
x,xteoqxgw,False
x,toxwegqx,False
x,txqeoxwg,False
x,wqotxxeg,False
x,egtoxwqx,False
x,twgeoqxx,False
x,wqgtoxxe,False
x,xweoqxtg,False
x,xxwqgoet,False
x,wxoqexgt,False
kk,illiyxfi,False
x,xwoegtqx,False
kk,yixlilfi,False
x,ewqxxotg,False
x,teoqgwxx,False
x,wxgxteqo,False
kk,yiliflxi,False
kk,iyilxifl,False
x,xegtqwxo,False
x,xetogqxw,False
x,wxexoqgt,False
x,xogwqxet,False
x,eqxtxowg,False
x,qtoxewxg,False
x,goxtxqew,False
x,txgxoweq,False
x,eotxqxgw,False
kk,illfxiiy,False
x,wteoxgqx,False
x,exxgqtow,False
x,gwtexoqx,False
x,wogqxxte,False
x,toqegwxx,False
x,wxteqgox,False
x,qteowxgx,False
kk,ilyfilxi,False
x,xoewqtxg,False
x,xeqxwotg,False
x,gwxexotq,False
kk,liyxlifi,False
x,txwqxoge,False
kk,ixlfylii,False
x,qogxtewx,False
x,xtegxqow,False
kk,ifiylilx,False
x,tqexwgxo,False
x,ewoxxqtg,False
x,wtxoexqg,False
x,etoxwqgx,False
x,xxtqegwo,False
x,xgqwtexo,False
x,egwxxtoq,False
x,wexgxoqt,False
x,teoxwgqx,False
x,gxtoxwqe,False
x,xogwxtqe,False
x,xwetqxog,False
x,oextgwqx,False
x,oqxwxegt,False
x,oxgqwxte,False
x,eoqtxxgw,False
x,oexgxqtw,False
x,xgxtqeow,False
x,woqxgext,False
x,ewqtgxox,False
x,qewxtgox,False
kk,flliixyi,False
x,tgxqwxeo,False
x,xtgwxeqo,False
x,tgqoxexw,False
x,wtxxoegq,False
x,wqoxgxte,False
kk,xiifliyl,False
x,qwtgxxeo,False
x,xxwoqetg,False
x,xxgeoqwt,False
x,egqoxtwx,False
x,xexogtwq,False
x,xtoxwqeg,False
x,xxegqtow,False
x,qxegtxwo,False
x,egqxwxot,False
x,wqxoegtx,False
x,egxqowxt,False
x,getowxqx,False
kk,ilylxfii,False
x,tqoxwxeg,False
x,gextxwoq,False
x,txxowegq,False
x,otxqxgwe,False
x,gxexowqt,False
x,ewgoqtxx,False
x,tgwexoxq,False
x,oexqxgwt,False
x,toqgwxxe,False
x,xtxwegoq,False
x,twgxexoq,False
x,eoxgqwxt,False
x,tqxgwxeo,False
x,tgweoqxx,False
x,xqgtoexw,False
x,wxtoxqge,False
x,oqetgxwx,False
x,etxxgowq,False
x,etwoqxxg,False
kk,iiiyfxll,False
kk,ixilyfil,False
x,xqgxowet,False
x,xwgqetox,False
x,xgtqoxwe,False
x,gtexxqow,False
x,wogxxtqe,False
x,tqwxxoeg,False
x,txegxqow,False
x,exwxgqto,False
kk,fixllyii,False
x,qwxgetox,False
kk,xiillyfi,False
x,goqwexxt,False
x,tqoexwxg,False
x,texogqwx,False
x,oewtqxgx,False
x,eowgtqxx,False
kk,lyliiixf,False
x,txwqogex,False
x,xgotqxew,False
x,weqxgxot,False
x,tqowegxx,False
x,tqgwxoex,False
x,oexqtwxg,False
x,tqgxwoxe,False
x,xwotxqeg,False
kk,iixyllif,False
kk,lliyxifi,False
x,txqoewgx,False
x,txogwxqe,False
kk,liilfyxi,False
x,egxtqowx,False
x,towqxxge,False
kk,iillxyfi,False
x,wogxetqx,False
x,oxexwtqg,False
x,txqgxeow,False
x,xwtxqego,False
x,gqxexowt,False
x,exqwtgox,False
x,eoqtxxwg,False
x,extgwoqx,False
x,gqxexwto,False
x,xoxgewtq,False
x,owxxetgq,False
x,etxoxwgq,False
x,ewoxtqxg,False
kk,ylilxifi,False
x,oxxgqwet,False
x,xqxotwge,False
x,xgexoqtw,False
x,gwtxqeox,False
x,wxqgxtoe,False
x,togqexwx,False
x,qogxwxte,False
x,xexgtqwo,False
x,gtqexxwo,False
x,egwqxtxo,False
x,eqxtgxwo,False
x,xgwteqox,False
x,qwgtxexo,False
kk,yflxliii,False
x,woqxegtx,False
x,gwexoqxt,False
x,gxoexwtq,False
x,getwxoqx,False
x,oxetgwqx,False
x,tqewxxog,False
x,goxweqxt,False
x,xotewgxq,False
x,egwtxxqo,False
kk,ilxlifyi,False
x,eqxxogtw,False
kk,xiylfiil,False
